1452213198110	821	1336	965	
1452213303220	879	1449	965	
1452213408328	970	1540	965	
1452213513439	1083	1598	965	
1452213618547	1210	1654	965	
1452213723657	1347	1632	965	
1452213828771	1470	1569	965	
1452213933891	1569	1470	965	
1452214039003	1632	1347	965	
1452214144114	1654	1210	965	
1452214249225	1632	1072	965	
1452214354338	1569	949	965	
1452214459447	1470	850	965	
1452214564558	1347	787	965	
1452214669666	1210	766	965	
1452214774777	1072	787	965	
1452214879885	949	850	965	
1452214984994	850	949	965	
1452215090104	787	1072	965	
1452215195222	766	1210	965	
1452215300332	787	1347	965	
1452215405447	850	1470	965	
1452215510556	949	1569	965	
1452215615667	1072	1632	965	
1452215720776	1210	1690	965	
1452215825911	1358	1666	965	
1452215931021	1492	1598	965	
1452216036130	1598	1492	965	
1452216141247	1666	1358	965	
1452216246360	1690	1210	965	
1452216351467	1666	1061	965	
1452216456578	1598	927	965	
1452216561688	1492	821	965	
1452216666799	1358	753	965	
1452216771907	1210	730	965	
1452216877018	1061	753	965	
1452216982130	927	821	965	
1452217087239	821	927	965	
1452217192348	753	1061	965	
1452217297458	730	1210	965	
1452217402567	753	1358	965	
1452217507678	821	1492	965	
1452217612788	927	1598	965	
1452217717899	1061	1666	965	
1452217823009	1210	1726	965	
1452217928118	1369	1700	965	
1452218033231	1513	1627	965	
1452218138341	1627	1513	965	
1452218243449	1700	1369	965	
1452218348561	1726	1210	965	
1452218453671	1700	1050	965	
1452218558781	1627	906	965	
1452218663889	1513	792	965	
1452218768998	1369	719	965	
1452218874106	1210	694	965	
1452218979213	1050	719	965	
1452219084325	906	792	965	
1452219189443	792	906	965	
1452219294550	719	1050	965	
1452219399660	694	1210	965	
1452219504779	719	1369	965	
1452219609894	792	1513	965	
1452219715003	906	1627	965	
1452219820112	1050	1700	965	
1452219925226	1210	1762	965	
1452220030338	1380	1734	965	
1452220135449	1534	1656	965	
1452220240560	1656	1534	965	
1452220345670	1734	1380	965	
1452220450778	1762	1210	965	
1452220555889	1734	1039	965	
1452220660997	1656	885	965	
1452220766109	1534	763	965	
1452220871220	1380	685	965	
1452220976337	1210	658	965	
1452221081463	1039	685	965	
1452221186572	885	763	965	
1452221291682	763	885	965	
1452221396794	685	1039	965	
1452221501906	658	1210	965	
1452221607014	685	1380	965	
1452221712125	763	1534	965	
1452221817234	885	1656	965	
1452221922343	1039	1734	965	
1452222027452	1210	1798	965	
1452222132562	1391	1769	965	
1452222237671	1555	1685	965	
1452222342784	1685	1555	965	
1452222447893	1769	1391	965	
1452222553004	1798	1210	965	
1452222658120	1769	1028	965	
1452222763230	1685	864	965	
1452222868341	1555	734	965	
1452222973453	1391	650	965	
1452223078567	1210	622	965	
1452223183680	1028	650	965	
1452223288790	864	734	965	
1452223393897	734	864	965	
1452223499007	650	1028	965	
1452223604125	622	1210	965	
1452223709238	650	1391	965	
1452223814348	734	1555	965	
1452223919457	864	1685	965	
1452224024569	1028	1769	965	
1452224129679	1210	1834	965	
1452224234796	1402	1803	965	
1452224339906	1576	1714	965	
1452224445020	1714	1576	965	
1452224550135	1803	1402	965	
1452224655246	1834	1210	965	
1452224760357	1803	1017	965	
1452224865467	1714	843	965	
1452224970581	1576	705	965	
1452225075692	1402	616	965	
1452225180801	1210	586	965	
1452225285910	1017	616	965	
1452225391019	843	705	965	
1452225496130	705	843	965	
1452225601241	616	1017	965	
1452225706350	586	1209	965	
1452225811459	616	1402	965	
1452225916571	705	1576	965	
1452226021679	843	1714	965	
1452226126790	1017	1803	965	
1452226231897	1210	1870	965	
1452226337008	1413	1837	965	
1452226442117	1597	1743	965	
1452226547227	1743	1597	965	
1452226652340	1837	1413	965	
1452226757452	1870	1210	965	
1452226862564	1837	1006	965	
1452226967675	1743	822	965	
1452227072786	1597	676	965	
1452227177898	1413	582	965	
1452227283008	1210	550	965	
1452227388118	1006	582	965	
1452227493226	822	676	965	
1452227598341	676	822	965	
1452227703448	582	1006	965	
1452227808559	550	1209	965	
1452227913671	582	1413	965	
1452228018779	676	1597	965	
1452228123889	822	1743	965	
1452228229000	1006	1837	965	
1452228334108	1210	1906	965	
1452228439218	1425	1871	965	
1452228544326	1619	1773	965	
1452228649437	1773	1619	965	
1452228754547	1871	1425	965	
1452228859655	1906	1210	965	
1452228964763	1871	994	965	
1452229069874	1773	800	965	
1452229174987	1619	646	965	
1452229280094	1425	548	965	
1452229385204	1210	514	965	
1452229490312	994	548	965	
1452229595422	800	646	965	
1452229700536	646	800	965	
1452229805648	548	994	965	
1452229910756	514	1209	965	
1452230015864	548	1425	965	
1452230120979	646	1619	965	
1452230226121	800	1773	965	
1452230331233	994	1871	965	
1452230441461	994	1871	1230	
1452230446572	1210	1210	1230	
